====================================================================================================
HOSPITAL RESOURCE SHARING SYSTEM - DATABASE EXPORT
Generated: 2026-03-03 12:09:19
====================================================================================================

Total Tables Found: 33


====================================================================================================
TABLE: auth_group
====================================================================================================

COLUMNS:
----------------------------------------------------------------------------------------------------
  - id: integer NOT NULL
  - name: character varying(150) NOT NULL

Total Rows: 0

No data in this table.


====================================================================================================
TABLE: auth_group_permissions
====================================================================================================

COLUMNS:
----------------------------------------------------------------------------------------------------
  - id: bigint NOT NULL
  - group_id: integer NOT NULL
  - permission_id: integer NOT NULL

Total Rows: 0

No data in this table.


====================================================================================================
TABLE: auth_permission
====================================================================================================

COLUMNS:
----------------------------------------------------------------------------------------------------
  - id: integer NOT NULL
  - name: character varying(255) NOT NULL
  - content_type_id: integer NOT NULL
  - codename: character varying(100) NOT NULL

Total Rows: 88

DATA:
----------------------------------------------------------------------------------------------------
id | name | content_type_id | codename
2f6de444-03d1-42bc-b3ff-c93e481d35b8 | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | B- | packed_rbc | 45 | 2026-01-19 | 2026-02-07 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
1c5ee7fa-25b4-4cc0-a54e-fccf5fb5859f | b8dd38d0-53d4-4362-9170-1febdd6af033 | B- | packed_rbc | 24 | 2026-01-28 | 2026-02-07 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
0f26068f-07e6-481e-8729-aa5ff1a7098c | 033ff154-386d-4515-a1ed-2cbbe3d3385d | B- | plasma | 36 | 2026-01-21 | 2026-03-01 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
8e008a81-51fc-415a-887f-a37d62f75bcf | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | B- | plasma | 46 | 2026-01-02 | 2026-03-05 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
105128be-e436-4b9e-aa69-ccfc27cb5fee | f3553e2a-a525-4b52-9875-bb463b69a60b | B- | plasma | 32 | 2026-01-16 | 2026-02-14 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
540ef0eb-181f-4d72-90ea-949fcadfa7b5 | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | B- | plasma | 46 | 2026-01-24 | 2026-03-04 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
347640f7-40f8-4893-9534-d9923e9a5336 | b8dd38d0-53d4-4362-9170-1febdd6af033 | B- | plasma | 29 | 2026-01-29 | 2026-03-07 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
d7f3fa40-91e3-43ed-a10b-d55d6db180d7 | 033ff154-386d-4515-a1ed-2cbbe3d3385d | B- | platelets | 30 | 2026-01-16 | 2026-02-09 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
ffa7a1f7-076d-4c3e-b30b-3a457b54e7bf | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | B- | platelets | 53 | 2026-01-20 | 2026-02-08 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
1c3c5d7f-f9f2-491e-ae93-39136df0e067 | f3553e2a-a525-4b52-9875-bb463b69a60b | B- | platelets | 8 | 2026-01-13 | 2026-02-23 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
f9a64511-b29b-476b-b37e-82a63d00ad7e | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | B- | platelets | 50 | 2026-01-16 | 2026-02-27 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
501918a7-296c-4051-997e-dc3e50cb1c27 | b8dd38d0-53d4-4362-9170-1febdd6af033 | B- | platelets | 35 | 2026-01-27 | 2026-03-03 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
2cfd018c-aea1-4006-8115-038e091a6288 | 033ff154-386d-4515-a1ed-2cbbe3d3385d | AB+ | whole_blood | 20 | 2026-01-03 | 2026-02-10 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
ba7fb4de-2219-4b49-85ab-c55807ab75b2 | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | AB+ | whole_blood | 21 | 2026-01-17 | 2026-02-15 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
be3d04d8-8bbf-4c2e-a38a-28ec751b0dc6 | f3553e2a-a525-4b52-9875-bb463b69a60b | AB+ | whole_blood | 18 | 2026-01-04 | 2026-03-10 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
13823ec2-ba3f-49fb-aa1e-056cd00d98a6 | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | AB+ | whole_blood | 5 | 2026-01-02 | 2026-03-06 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
a9d42fcc-c4b9-468c-85b5-819325b426d1 | b8dd38d0-53d4-4362-9170-1febdd6af033 | AB+ | whole_blood | 52 | 2026-01-25 | 2026-03-13 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
9cbc6cd7-a331-47b0-9b06-47ee56d9a428 | 033ff154-386d-4515-a1ed-2cbbe3d3385d | AB+ | packed_rbc | 12 | 2026-01-09 | 2026-02-14 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
982367b8-71d6-47a7-9f3b-2890095aa368 | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | AB+ | packed_rbc | 30 | 2026-01-21 | 2026-03-04 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
1225c0a8-40b4-46d3-9fd5-1226be0c3264 | f3553e2a-a525-4b52-9875-bb463b69a60b | AB+ | packed_rbc | 19 | 2026-01-18 | 2026-02-11 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
493c7b59-dae6-459d-98c9-ad2c3d4bebc2 | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | AB+ | packed_rbc | 18 | 2026-01-08 | 2026-02-16 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
0e9390b2-72ae-42d0-9746-c020c5f74b1f | b8dd38d0-53d4-4362-9170-1febdd6af033 | AB+ | packed_rbc | 27 | 2026-01-23 | 2026-02-18 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
e106f132-9616-4984-8c9c-e86cd22be8a4 | 033ff154-386d-4515-a1ed-2cbbe3d3385d | AB+ | plasma | 22 | 2026-01-14 | 2026-02-28 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
2c373b65-e554-450c-8c40-eba5b6ee3f1d | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | AB+ | plasma | 48 | 2026-01-19 | 2026-02-18 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
8db5895f-6d96-46ee-9999-3ff32d6c1807 | f3553e2a-a525-4b52-9875-bb463b69a60b | AB+ | plasma | 36 | 2026-01-06 | 2026-02-25 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
ceec068c-a71d-4ad7-b2e1-76ba3fd83c32 | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | AB+ | plasma | 34 | 2026-01-13 | 2026-03-13 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
28355e76-a8c8-471f-bb30-eb63df3a0803 | b8dd38d0-53d4-4362-9170-1febdd6af033 | AB+ | plasma | 32 | 2026-01-12 | 2026-02-22 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
5a5c1325-b379-4020-a733-6c4b34f4a877 | 033ff154-386d-4515-a1ed-2cbbe3d3385d | AB+ | platelets | 10 | 2026-01-09 | 2026-02-28 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
7c95c22d-4a3f-4050-9588-9c793fe56ac3 | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | AB+ | platelets | 23 | 2026-01-06 | 2026-02-23 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
5dbffaa1-8ab2-4736-9383-43b0870fe958 | f3553e2a-a525-4b52-9875-bb463b69a60b | AB+ | platelets | 16 | 2026-01-28 | 2026-03-09 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
90d2906b-af7b-442b-bad5-2dc5730f4698 | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | AB+ | platelets | 39 | 2026-01-27 | 2026-02-11 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
93bc1bb9-7678-4145-a196-14ec6cc1d943 | b8dd38d0-53d4-4362-9170-1febdd6af033 | AB+ | platelets | 48 | 2026-01-23 | 2026-02-13 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
c49bb1be-5341-480f-a706-60eec5accbc7 | 033ff154-386d-4515-a1ed-2cbbe3d3385d | AB- | whole_blood | 39 | 2026-01-13 | 2026-02-20 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
e1467a23-36ac-42e9-84b5-9b430f85b695 | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | AB- | whole_blood | 10 | 2026-01-02 | 2026-02-15 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
9fbef77f-f5c2-41d5-a1d5-f0448465631d | f3553e2a-a525-4b52-9875-bb463b69a60b | AB- | whole_blood | 36 | 2026-01-01 | 2026-03-01 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
0c73d225-6745-4e75-85d7-5807f4ed10d6 | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | AB- | whole_blood | 12 | 2026-01-28 | 2026-03-06 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
49103b2c-f128-471c-b347-02e7c19acff8 | b8dd38d0-53d4-4362-9170-1febdd6af033 | AB- | whole_blood | 24 | 2026-01-04 | 2026-02-23 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
954bc2a9-df20-45b8-a929-68604149b459 | 033ff154-386d-4515-a1ed-2cbbe3d3385d | AB- | packed_rbc | 19 | 2026-01-25 | 2026-03-03 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
c1af7ac8-fc0b-4358-ae88-4a31732239fb | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | AB- | packed_rbc | 49 | 2026-01-11 | 2026-02-17 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
3de756d6-e52f-43a7-b4cb-d5c1f57c145c | f3553e2a-a525-4b52-9875-bb463b69a60b | AB- | packed_rbc | 37 | 2026-01-29 | 2026-02-25 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
addb06d4-cfc2-46b1-b86d-c837a14751ef | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | AB- | packed_rbc | 54 | 2026-01-23 | 2026-02-10 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
20c3eb22-0d50-499e-bd0b-b092084c6b7d | b8dd38d0-53d4-4362-9170-1febdd6af033 | AB- | packed_rbc | 44 | 2026-01-09 | 2026-03-05 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
47e220f3-8c95-48bc-aab1-fcf08f06bbe4 | 033ff154-386d-4515-a1ed-2cbbe3d3385d | AB- | plasma | 6 | 2026-01-28 | 2026-02-21 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
85f4711c-5526-4863-ace0-fb66a6fefd0d | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | AB- | plasma | 12 | 2026-01-03 | 2026-02-24 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
eee009ea-77d2-4d2c-87e8-fd3e39603a37 | f3553e2a-a525-4b52-9875-bb463b69a60b | AB- | plasma | 37 | 2026-01-23 | 2026-03-01 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
89d452b6-8b2c-4e83-b15f-cc30157138c0 | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | AB- | plasma | 36 | 2026-01-04 | 2026-02-09 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
b82b7ceb-1721-4d8e-bfa2-297ac0f0bda9 | b8dd38d0-53d4-4362-9170-1febdd6af033 | AB- | plasma | 42 | 2026-01-22 | 2026-02-25 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
068b7dec-088e-4647-9631-59f0db9cc846 | 033ff154-386d-4515-a1ed-2cbbe3d3385d | AB- | platelets | 7 | 2026-01-18 | 2026-02-27 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
99fcbe8d-fa88-4349-9c7d-c1b3bb941820 | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | AB- | platelets | 9 | 2026-01-24 | 2026-03-14 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
77137ed1-f62d-4e8f-b5c7-7cd90c8bec70 | f3553e2a-a525-4b52-9875-bb463b69a60b | AB- | platelets | 18 | 2026-01-23 | 2026-02-28 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
a4111612-be51-4aa7-b302-81b383a07df3 | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | AB- | platelets | 44 | 2026-01-09 | 2026-02-20 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
f79a426f-2005-4814-b68f-930efb6c3952 | b8dd38d0-53d4-4362-9170-1febdd6af033 | AB- | platelets | 31 | 2026-01-27 | 2026-03-02 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
7f82c833-91a4-4632-b81e-52a4e40c6419 | 033ff154-386d-4515-a1ed-2cbbe3d3385d | O+ | whole_blood | 22 | 2026-01-03 | 2026-02-17 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
879a5393-fe9a-4dcc-a363-0dc67f311b19 | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | O+ | whole_blood | 11 | 2026-01-04 | 2026-02-21 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
0175f936-798a-4717-8296-52fbfac7436c | f3553e2a-a525-4b52-9875-bb463b69a60b | O+ | whole_blood | 16 | 2026-01-13 | 2026-02-09 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
e2898421-1fd6-4b99-a066-f48bf044a7d5 | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | O+ | whole_blood | 42 | 2026-01-27 | 2026-02-13 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
e614c1d7-a70a-4a1e-949d-37feb537db60 | b8dd38d0-53d4-4362-9170-1febdd6af033 | O+ | whole_blood | 31 | 2026-01-21 | 2026-02-09 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
3eab2f40-8720-441a-9cb3-a72287d3be95 | 033ff154-386d-4515-a1ed-2cbbe3d3385d | O+ | packed_rbc | 24 | 2026-01-23 | 2026-02-11 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
82ff038c-fe4f-46a7-9557-85ed74bbc694 | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | O+ | packed_rbc | 54 | 2026-01-16 | 2026-02-09 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
a6ad0d2b-1c1c-4e5e-bc92-5ba584bf5299 | f3553e2a-a525-4b52-9875-bb463b69a60b | O+ | packed_rbc | 15 | 2026-01-30 | 2026-02-25 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
a7f8bd09-2bdd-416b-ba30-de3093fe777f | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | O+ | packed_rbc | 53 | 2026-01-05 | 2026-02-15 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
ce5b59ee-5d39-4b8c-9f63-f5b0fdf7e7c9 | b8dd38d0-53d4-4362-9170-1febdd6af033 | O+ | packed_rbc | 25 | 2026-01-15 | 2026-02-15 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
fc9dd2f0-9016-4591-9ba2-1ce953a4cd5a | 033ff154-386d-4515-a1ed-2cbbe3d3385d | O+ | plasma | 5 | 2026-01-26 | 2026-02-19 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
f2c53547-cf37-4233-8d91-d9ab434fec80 | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | O+ | plasma | 43 | 2026-01-06 | 2026-02-09 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
60514901-be8f-4ede-8213-baf2338fd636 | f3553e2a-a525-4b52-9875-bb463b69a60b | O+ | plasma | 46 | 2026-01-26 | 2026-02-10 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
c5567459-12b6-41ca-97e2-2b363910844a | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | O+ | plasma | 48 | 2026-01-30 | 2026-03-03 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
0a8eacba-cc61-4700-8c45-1c4b72fc2e27 | b8dd38d0-53d4-4362-9170-1febdd6af033 | O+ | plasma | 50 | 2026-01-05 | 2026-02-09 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
338d3667-dcd2-4981-926f-29908a676998 | 033ff154-386d-4515-a1ed-2cbbe3d3385d | O+ | platelets | 8 | 2026-01-12 | 2026-02-18 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
7e1c2f2e-f535-4ea9-856b-383f11177611 | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | O+ | platelets | 8 | 2026-01-30 | 2026-02-25 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
a975d82e-8d9c-426b-bc3b-0094ab4d0290 | f3553e2a-a525-4b52-9875-bb463b69a60b | O+ | platelets | 22 | 2026-01-25 | 2026-02-27 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
74b728be-8924-4b49-a052-5186b6c95caa | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | O+ | platelets | 40 | 2026-01-16 | 2026-02-20 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
6dbbf6b7-ea3a-4c4c-bf3b-430e486f31d9 | b8dd38d0-53d4-4362-9170-1febdd6af033 | O+ | platelets | 40 | 2026-01-23 | 2026-02-23 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
cd19383c-b1e1-4448-95c1-ddaf0285e379 | 033ff154-386d-4515-a1ed-2cbbe3d3385d | O- | whole_blood | 17 | 2026-01-08 | 2026-02-27 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
000e7d52-7ebe-4c6d-8be7-bab5ffda42e8 | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | O- | whole_blood | 10 | 2026-01-13 | 2026-02-15 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
3cf51ea5-6b5d-4ea2-b4e7-eed88f9def97 | f3553e2a-a525-4b52-9875-bb463b69a60b | O- | whole_blood | 11 | 2026-01-28 | 2026-03-01 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
93338de0-18e2-447e-9c04-af7cf051be40 | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | O- | whole_blood | 32 | 2026-01-17 | 2026-02-13 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
897c480e-65a0-44d4-9225-cbfcbf059812 | b8dd38d0-53d4-4362-9170-1febdd6af033 | O- | whole_blood | 5 | 2026-01-12 | 2026-02-24 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
b409758f-d36c-49d8-bf6d-b60abc39135f | 033ff154-386d-4515-a1ed-2cbbe3d3385d | O- | packed_rbc | 25 | 2026-01-09 | 2026-02-17 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
b2a97793-ec0c-47d1-81a3-7ed7a21fcfa0 | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | O- | packed_rbc | 24 | 2026-01-22 | 2026-03-14 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
d8d3a1bc-a42f-46d2-ad19-abfb84e23e68 | f3553e2a-a525-4b52-9875-bb463b69a60b | O- | packed_rbc | 43 | 2026-01-09 | 2026-02-19 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
4ea7d47a-550e-472a-8f82-4852496c1b6b | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | O- | packed_rbc | 5 | 2026-01-27 | 2026-03-11 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
2cc024c5-2de8-4f9c-92fe-b31f18f86f9d | b8dd38d0-53d4-4362-9170-1febdd6af033 | O- | packed_rbc | 24 | 2026-01-09 | 2026-03-10 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
ca2a5f73-fa5b-4853-be91-92bde6bf056f | 033ff154-386d-4515-a1ed-2cbbe3d3385d | O- | plasma | 30 | 2026-01-22 | 2026-02-28 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
f9f29587-982c-43ee-a872-1f50f955cdd6 | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | O- | plasma | 14 | 2026-01-12 | 2026-02-21 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
2655d6b7-fa4c-4fac-9e36-814388bfedac | f3553e2a-a525-4b52-9875-bb463b69a60b | O- | plasma | 18 | 2026-01-10 | 2026-03-13 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
b43ef05d-134c-446c-9a57-84e18ee99dde | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | O- | plasma | 12 | 2026-01-20 | 2026-03-12 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
d70b6829-ef6e-458f-8ca9-faed670442fd | b8dd38d0-53d4-4362-9170-1febdd6af033 | O- | plasma | 36 | 2026-01-20 | 2026-03-02 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
b193d822-6df5-43e0-bb64-7c4094f38266 | 033ff154-386d-4515-a1ed-2cbbe3d3385d | O- | platelets | 35 | 2026-01-27 | 2026-03-12 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
d4097918-e226-483e-8a34-434aeecd9c06 | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | O- | platelets | 48 | 2026-01-23 | 2026-03-03 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
eeda154f-0de6-4fca-bc96-c11f83e34dcb | f3553e2a-a525-4b52-9875-bb463b69a60b | O- | platelets | 19 | 2026-01-09 | 2026-03-09 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
dd4ea6fa-cfdb-49bc-ae48-ede3e35fa824 | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | O- | platelets | 9 | 2026-01-12 | 2026-03-07 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
a960dc93-58f5-44e8-aef1-74bbdb3fc77d | b8dd38d0-53d4-4362-9170-1febdd6af033 | O- | platelets | 41 | 2026-01-22 | 2026-02-10 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343


====================================================================================================
TABLE: departments
====================================================================================================

COLUMNS:
----------------------------------------------------------------------------------------------------
  - id: uuid NOT NULL
  - hospital_id: uuid NOT NULL
  - name: character varying(255) NOT NULL
  - code: character varying(10) NOT NULL
  - type: character varying(20) NULL
  - head_doctor_id: uuid NULL
  - location: character varying(255) NULL
  - capacity: integer NULL
  - is_emergency: boolean NULL
  - created_at: timestamp without time zone NULL
  - updated_at: timestamp without time zone NULL

Total Rows: 40

DATA:
----------------------------------------------------------------------------------------------------
id | hospital_id | name | code | type | head_doctor_id | location | capacity | is_emergency | created_at | updated_at
----------------------------------------------------------------------------------------------------
931c5df0-b5ff-4443-bd7b-e8f1ac69c2f8 | 033ff154-386d-4515-a1ed-2cbbe3d3385d | Emergency Department | ER | clinical | NULL | NULL | 50 | False | 2026-01-31 18:03:06.115634 | 2026-01-31 18:03:06.115634
d97949ed-36ac-4a6b-83b7-acd8a95cc0e4 | 033ff154-386d-4515-a1ed-2cbbe3d3385d | Intensive Care Unit | ICU | clinical | NULL | NULL | 30 | False | 2026-01-31 18:03:06.115634 | 2026-01-31 18:03:06.115634
ccb32a0e-dd23-4f5a-b5a7-2d0899673f59 | 033ff154-386d-4515-a1ed-2cbbe3d3385d | Cardiology | CARD | clinical | NULL | NULL | 40 | False | 2026-01-31 18:03:06.115634 | 2026-01-31 18:03:06.115634
